m	301	7	0.8424	0.8122	0.8537	0.7707	0.6265	0.9028
h	61	1	0.8333	0.8312	0.8761	0.7863	0.6651	0.9084
h	61	2	0.8312	0.8216	0.8739	0.7692	0.6467	0.8949
h	61	3	0.8259	0.8056	0.8355	0.7756	0.6122	0.8800
h	61	4	0.8312	0.8301	0.8568	0.8034	0.6612	0.9031
h	61	5	0.8344	0.8141	0.8483	0.7799	0.6297	0.8983
h	61	6	0.8333	0.8312	0.8739	0.7885	0.6648	0.9008
h	61	7	0.8355	0.8152	0.7799	0.8504	0.6319	0.9028
h	101	1	0.8494	0.8066	0.8504	0.7628	0.6156	0.8880
h	101	2	0.8451	0.8259	0.8184	0.8333	0.6518	0.8933
h	101	3	0.8323	0.8088	0.8526	0.7650	0.6199	0.8728
h	101	4	0.8429	0.8088	0.8568	0.7607	0.6204	0.8768
h	101	5	0.8472	0.8120	0.8269	0.7970	0.6242	0.8777
h	101	6	0.8462	0.8184	0.8034	0.8333	0.6370	0.8864
h	101	7	0.8451	0.8130	0.8056	0.8205	0.6261	0.8847
h	141	1	0.8323	0.8205	0.8312	0.8098	0.6412	0.8968
h	141	2	0.8397	0.8066	0.8098	0.8034	0.6133	0.8916
h	141	3	0.8162	0.7970	0.8077	0.7863	0.5942	0.8768
h	141	4	0.8323	0.8205	0.8269	0.8141	0.6411	0.8932
h	141	5	0.8376	0.8162	0.8205	0.8120	0.6325	0.8916
h	141	6	0.8387	0.8237	0.8590	0.7885	0.6491	0.8968
h	141	7	0.8365	0.8205	0.8120	0.8291	0.6411	0.8950
h	181	1	0.8226	0.8323	0.8333	0.8312	0.6645	0.9048
h	181	2	0.8205	0.8301	0.8355	0.8248	0.6603	0.9067
h	181	3	0.7906	0.8098	0.8526	0.7671	0.6219	0.8917
h	181	4	0.8291	0.8237	0.8120	0.8355	0.6476	0.9031
h	181	5	0.8152	0.8365	0.8462	0.8269	0.6732	0.8989
h	181	6	0.8173	0.8130	0.7970	0.8291	0.6264	0.9057
h	181	7	0.8237	0.8494	0.8675	0.8312	0.6992	0.9127
h	221	1	0.8301	0.8045	0.8248	0.7842	0.6095	0.8865
h	221	2	0.8248	0.7938	0.7756	0.8120	0.5880	0.8787
h	221	3	0.7938	0.7927	0.8162	0.7692	0.5861	0.8636
h	221	4	0.8194	0.7885	0.7991	0.7778	0.5771	0.8741
h	221	5	0.8280	0.7959	0.7628	0.8291	0.5932	0.8855
h	221	6	0.8301	0.7906	0.7650	0.8162	0.5820	0.8734
h	221	7	0.8269	0.7895	0.7927	0.7863	0.5791	0.8853
h	261	1	0.7949	0.8162	0.8248	0.8077	0.6326	0.9026
h	261	2	0.8056	0.8152	0.7799	0.8504	0.6319	0.9052
h	261	3	0.7682	0.7959	0.7991	0.7927	0.5919	0.8707
h	261	4	0.8013	0.8002	0.8333	0.7671	0.6017	0.8906
h	261	5	0.8013	0.8248	0.8333	0.8162	0.6497	0.8973
h	261	6	0.8077	0.8184	0.8162	0.8205	0.6368	0.8955
h	261	7	0.8013	0.8269	0.8483	0.8056	0.6544	0.8990
h	301	1	0.8152	0.8259	0.8504	0.8013	0.6525	0.9108
h	301	2	0.7938	0.8034	0.8184	0.7885	0.6071	0.8901
h	301	3	0.7735	0.7628	0.7842	0.7415	0.5261	0.8523
h	301	4	0.8045	0.8130	0.8590	0.7671	0.6287	0.9001
h	301	5	0.8216	0.8216	0.7949	0.8483	0.6441	0.9086
h	301	6	0.8162	0.8152	0.8098	0.8205	0.6304	0.9038
h	301	7	0.8088	0.8248	0.8376	0.8120	0.6498	0.8983
